Country,Year,Treat,Score,PointsFromCutpoint,Use,AGG5YearsBefore,AGG3YearsBefore,AGGYearBefore,AGGM5.5,AGGM5,AGGM4.5,AGGM4,AGGM3.5,AGGM3,AGGM2.5,AGGM2,AGGM1.5,AGGM1,AGGM.5,AGG0,AGGP.5,AGGP1,AGGP1.5,AGGP2,AGGP2.5,AGGP3,AGGP3.5,AGGP4,AGGP4.5,AGGP5,REVM5.5,REVM5,REVM4.5,REVM4,REVM3.5,REVM3,REVM2.5,REVM2,REVM1.5,REVM1,REVM.5,REV0,REVP.5,REVP1,REVP1.5,REVP2,REVP2.5,REVP3,REVP3.5,REVP4,REVP4.5,REVP5,FatalAGGBefore,FatalAGGAfter,ForceAGGBefore,ForceAGGAfter,AttackAGGBefore,AttackAGGAfter,Irst,Milex,Milper,Energy,Tpop,Upop,CINC,LandArea,Regime,GreatPower,Alliances,USAlly,EntranceYear,Imports,Exports,EngagedCivilWar,EndedCivilWar,PrevAppear,MilexAfter,MilperPercentAfter,SoccerMostPopular,BirthRate,DeathRate,SexRatio,InfantMortality,LifeExpectancy,MedianAge,Democracy,Rank,NumberOfParticipants
Tunisia,2002,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239000,377000000,35000,9695665,9674000,1511000,0.0008656,63107,1,0,39,0,1825,9570320000,6608980000,0,0,1,410000000,0.003556911,1,18,6,101,27,71.98,24.7,0,29,32
Ghana,2006,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,76000000,7000,12853280,21343000,4192000,0.0010248,92099,0,0,14,0,1957,5903110000,2363930000,0,0,0,104000000,0.000626538,1,34,10,103.3,62,59.45,19.1,1,13,32
DRC,1974,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83600000,65000,8992141,23508000,4414000,0.0026174,905355,1,0,2,0,1960,781900000,1000800000,0,0,0,148000000,0.002435568,1,48,21,94.1,143,42.99,17.8,0,16,16
Brazil,1982,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13226000,1559003000,450000,192734500,121213000,53081000,0.0225255,3287597,0,0,28,1,1822,26482300000,23328800000,0,0,1,1310000000,0.003634266,1,33,9,99.6,79,61.49,20.4,0,5,24
West Germany,1990,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41076000,27460000000,503000,673320100,62062000,20744000,0.028475,95976,0,0,23,1,1955,2.70E+11,3.41E+11,0,0,1,32300000000,0.005713643,1,9.9,11.6,91.6,11,73.9,37.5,1,1,24
Tunisia,1998,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000,334000000,35000,7581909,9215000,1394000,0.0008283,63170,1,0,39,0,1825,8934870000,5762750000,0,0,0,348000000,0.003699789,1,24,6,101.1,34,70.11,22.8,0,26,32
Cameroon,2002,1,19,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120000000,22000,7523298,15731000,2714000,0.0009152,183569,1,0,10,0,1960,1850880000,1748750000,0,0,1,258000000,0.001383375,1,38,15,99.1,96,51.01,18.2,0,20,32
Morocco,1998,1,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5000,1386000000,195000,14002040,27310000,10833000,0.0036957,172487,1,0,39,0,1847,8946330000,5127330000,0,0,1,1760000000,0.006997524,1,27,7,99,63,65.45,20.9,0,18,32
Ireland,1934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4034000,6000,2325000,2962000,459000,0.0013001,32595,NA,0,0,0,1922,121000000,63860000,0,0,0,6429000,0.002019522,0,NA,NA,NA,NA,NA,NA,1,NA,NA
Poland,1958,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5304000,646400000,300000,67964000,28310000,5424000,0.013803,120696,1,0,11,0,1918,1377310000,975700000,0,0,0,915000000,0.006839945,1,30,11,92.7,95,61.31,26.1,0,NA,NA
Sweden,1962,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530000,599807000,80000,5429000,7520000,1721000,0.0043864,173745,0,0,0,0,1816,2894800000,2733800000,0,0,1,740000000,0.009205681,1,14,10,99.5,17,72.85,36.2,1,NA,NA
France,1962,0,6,0,1,6,4,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,2,1,17570000,4128544000,720000,123162000,46163000,8233000,0.0303877,260558,0,1,33,1,1816,6609400000,7209100000,0,0,1,4670000000,0.015371424,1,18,12,94.2,32,69.4,33,1,NA,NA
Belgium,1966,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9229000,504453000,115000,45629000,9464000,894000,0.0070624,11787,0,0,20,1,1830,6055242000,6063241000,0,0,0,568000000,0.012002922,1,17,13,96.4,27,70.06,34.8,1,NA,NA
Ecuador,1966,0,5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23542000,14000,1077000,5144000,958000,0.0007151,106889,1,0,20,1,1854,165410000,131970000,0,0,0,25083000,0.002747253,1,44,15,100.4,119,54.72,17.9,0,NA,NA
Hungary,1970,0,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3033000,947858000,146000,27398000,10303000,2616000,0.0044448,35919,1,0,6,0,1918,1878390000,1553320000,0,0,1,1250000000,0.014085866,1,13,10,93.7,43,68.79,33.4,0,NA,NA
Austria,1974,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4238000,271910000,60000,30178960,7586000,2318000,0.0029057,32377,0,0,0,0,1919,7109800000,5278000000,0,0,0,456000000,0.006597176,1,17,13,89.1,26,70.11,33.9,1,NA,NA
Belgium,1974,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15523000,1296483000,107000,87279040,9738000,1012000,0.0072465,11787,0,0,20,1,1830,20962250000,21318550000,0,0,1,1930000000,0.010515569,1,16,13,95.9,21,70.68,34.6,1,NA,NA
Colombia,1974,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263000,104878000,50000,26168450,22343000,8127000,0.0036576,440831,0,0,23,1,1831,1062360000,1173520000,0,0,0,130000000,0.002127479,1,41,10,99.2,82,60.04,16.9,1,NA,NA
Spain,1974,0,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10809000,1158033000,365000,92366570,34858000,11703000,0.0112698,195364,1,0,2,1,1816,9590720000,5158340000,0,0,0,1800000000,0.010534892,1,20,9,95.2,34,71.22,30.2,0,NA,NA
Britain,1978,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20411000,11886891000,326000,357600800,56190000,34921000,0.0258769,94060,0,1,30,1,1816,63196500000,55864600000,0,0,0,19200000000,0.005761024,1,14,12,94.7,17,72.15,33.9,1,NA,NA
Ireland,1982,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,32000,265172000,19000,7252560,3440000,661000,0.0005307,32595,0,0,0,0,1922,10600500000,7682790000,0,0,0,304000000,0.005136986,0,21,10,100.9,15,71.93,26.6,1,NA,NA
China,1982,0,7,0,1,4,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,35600000,30500000000,4750000,830819300,1012409000,143320000,0.1185188,3704427,1,1,1,0,1860,21630500000,21476200000,0,0,0,34500000000,0.003942308,1,22,7,106.6,42,66.28,22.4,0,NA,NA
Denmark,1994,0,18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,603000,2682000000,27000,60047130,5189000,1222000,0.0017315,16639,0,0,15,1,1816,29508300000,35918200000,0,0,0,3120000000,0.005164499,1,11,12,97.2,8,74.71,37.1,1,NA,NA
Ivory Coast,1994,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126000000,15000,7387025,13175000,3135000,0.0009764,124502,1,0,15,0,1960,2087990000,2663000000,0,0,0,98000000,0.001054111,1,43,13,108,93,52.94,17.4,0,NA,NA
Japan,1994,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99600000,41730000000,242000,1543621000,124829000,74091000,0.0594964,145925,0,1,1,1,1860,2.42E+11,3.63E+11,0,0,0,50200000000,0.001912777,0,11,6,96.2,5,78.51,37.4,1,NA,NA
Peru,1998,0,25,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,607000,1276000000,115000,19282670,24371000,11882000,0.0032567,496225,1,0,33,1,1839,9011370000,6706680000,0,0,0,888000000,0.004558066,1,28,7,100.7,48,66.72,21.7,0,NA,NA
Morocco,2002,0,15,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5000,1315000000,198000,26978000,29170000,13246000,0.0039829,172487,1,0,39,0,1847,11471100000,7232760000,0,0,1,1830000000,0.006514225,1,23,6,98.1,51,67.66,22.6,0,NA,NA
Nigeria,2006,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,854000000,78000,207734300,133767000,27176000,0.0075787,356667,0,0,14,0,1960,24482700000,43478000000,0,0,1,980000000,0.000594609,1,41,17,101.9,107,47.75,18.1,0,NA,NA
Egypt,2010,0,13,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6045000,4337000000,469000,126815000,75067000,22512000,0.0096774,387048,1,0,2,0,1855,44933600000,23098700000,0,0,0,NA,NA,1,25,6,101.3,33,70.48,21.4,0,NA,NA
Yugoslavia,1934,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,24540000,114000,2880000,14369000,577000,0.00641,98766,NA,0,5,0,1878,50750000,59470000,0,0,1,45600000,0.008329383,1,NA,NA,NA,NA,NA,NA,0,NA,NA
Ireland,1950,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,18123000,13000,1754000,2981000,515000,0.0009136,32595,0,0,0,0,1922,479900000,219600000,0,0,0,16233000,0.004390409,0,NA,NA,NA,NA,NA,NA,1,NA,NA
Romania,1958,0,5,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864000,377883000,194000,30196000,17829000,2452000,0.0062649,92043,1,0,10,0,1878,492000000,411000000,0,0,0,358000000,0.011851202,1,25,12,94.4,101,61.05,27.3,0,NA,NA
Uruguay,1958,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33381000,7000,142000,2437000,916000,0.0006602,68037,0,0,20,1,1882,224000000,128100000,0,0,1,34905000,0.002794411,1,21,11,101.2,57,66.04,28.4,1,NA,NA
Greece,1970,0,7,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,450000,425400000,180000,7985000,8773000,1514000,0.0026686,50944,1,0,16,1,1828,1594130000,553850000,0,0,0,518000000,0.020382743,1,18,8,94.7,50,69.51,30.7,0,NA,NA
Poland,1970,0,8,-1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11291000,2310001000,312000,112381000,32555000,7091000,0.0133812,120696,1,0,11,0,1918,3209800000,3141500000,0,0,0,3860000000,0.009602195,1,19,8,93.3,50,68.29,27.5,0,NA,NA
Bolivia,1970,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15825000,20000,3118000,4115000,790000,0.0006236,424163,1,0,24,1,1848,165010000,198190000,0,0,0,15657000,0.003938832,1,46,22,97.7,164,43.43,18.6,0,NA,NA
Nigeria,1970,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297676000,110000,5627000,53723000,5750000,0.00511,356667,1,0,0,0,1960,695600000,890700000,1,0,0,209000000,0.005665121,1,46,24,99.6,164,39.44,18.9,0,NA,NA
Romania,1974,0,9,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8161000,2316300000,192000,90079450,20828000,3914000,0.0077784,92043,1,0,11,0,1878,3820300000,3696910000,0,0,1,2920000000,0.010355378,1,22,9,96.5,52,66.8,30.9,0,NA,NA
Britain,1974,0,4,-1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26594000,8612065000,377000,374661900,56223000,21322000,0.0270787,94060,0,1,32,1,1816,39370900000,31026600000,0,0,1,11500000000,0.006189307,1,17,12,94.3,19,71.68,34.2,1,NA,NA
East Germany,1978,0,9,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6850000,5459300000,226000,177680000,16765000,4217000,0.0093074,41828,1,0,11,0,1954,14251710000,11955710000,0,0,1,6280000000,0.013616005,1,11.8,13.8,86.7,17,71.2,35.3,0,NA,NA
Bulgaria,1978,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589000,2280000000,186000,41305490,8804000,2118000,0.0040608,42823,1,0,11,0,1908,3673750000,3649690000,0,0,1,2700000000,0.021187401,1,16,10,99.7,26,71.1,34,0,NA,NA
Egypt,1978,0,4,-1,1,4,3,1,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,1,266000,4715062000,350000,25302930,37406000,11854000,0.0082221,387048,1,0,40,0,1855,4815350000,1708350000,0,0,0,1710000000,0.011318748,1,40,15,100.5,138,51.75,18.3,0,NA,NA
Romania,1982,0,8,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13005000,4053839000,212000,150420600,22353000,5673000,0.0092532,92043,1,0,11,0,1878,12075900000,11180100000,0,0,0,5160000000,0.01028688,1,19,10,97.4,31,69.46,30.7,0,NA,NA
Mexico,1982,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7448000,777120000,125000,186647500,69192000,27595000,0.0126195,761606,1,0,28,1,1831,24127700000,19380600000,0,0,1,608000000,0.001796722,1,36,7,99.3,57,65.34,17.5,0,NA,NA
Sweden,1986,0,9,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4851000,3470000000,69000,110641100,8350000,2111000,0.0039951,173745,0,0,0,0,1816,26365400000,27690900000,0,0,0,4860000000,0.007859014,1,11,11,97.6,7,76.38,37.6,1,NA,NA
East Germany,1986,0,10,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7853000,7981000000,242000,295924000,16644000,4445000,0.0091864,41828,1,0,15,0,1954,13749700000,15230800000,0,0,0,11600000000,0.014482303,1,14.1,13.6,89.7,11,72.1,34.7,0,NA,NA
Denmark,1990,0,8,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,624000,1920000000,31000,51274790,5133000,1189000,0.0015146,16639,0,0,15,1,1816,26297200000,27749800000,0,0,1,1300000000,0.005820722,1,10,11,97.1,8,74.41,36,1,NA,NA
Qatar,1990,0,5,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,-9000,7000,14833410,456000,316000,0.0004168,4416,1,0,37,0,1971,1330080000,2502510000,0,0,0,934000000,0.021868787,1,33,3,202.9,28,71.93,27,0,NA,NA
Portugal,1994,0,14,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,775000,2192000000,68000,61922320,9881000,1196000,0.0020992,35603,0,0,25,1,1816,24320100000,15388100000,0,0,0,2670000000,0.007866075,1,12,10,92.9,14,73.84,34.2,1,NA,NA
France,1994,0,13,-1,1,9,6,2,1,0,0,2,0,1,1,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,17112000,37200000000,506000,613522400,57654000,10053000,0.0238955,260558,0,1,27,1,1816,2.03E+11,2.17E+11,0,0,0,47800000000,0.00866888,1,14,10,94.8,8,76.14,34.8,1,NA,NA
Uruguay,1994,0,10,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53000,223000000,25000,3126783,3149000,1337000,0.0005218,68037,0,0,33,1,1882,2335410000,1678490000,0,0,1,331000000,0.00784683,1,18,10,94.2,23,72.07,30.8,1,NA,NA
Zambia,1994,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000000,16000,8354586,7723000,2555000,0.0007384,290587,0,0,0,0,1964,701630000,891380000,0,0,0,61000000,0.001979953,1,44,15,98.9,103,49.77,16.9,1,NA,NA
Guinea,1998,0,12,-1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,51000000,12000,2620648,7614000,819000,0.000418,94926,1,0,17,0,1958,580790000,640060000,0,0,0,60000000,0.001630435,1,46,20,101.8,131,44.8,17.7,0,NA,NA
Liberia,2002,0,15,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,24000000,15000,1574378,3155000,681000,0.0002821,43000,1,0,15,1,1920,4404510000,968250000,0,0,0,45000000,0.004780115,1,44,20,99.7,155,43.41,17.9,0,NA,NA
Cameroon,2006,0,22,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,222000000,23000,11747130,17823000,3169000,0.0010018,183569,1,0,10,0,1960,2534720000,3624930000,0,0,1,297000000,0.000750268,1,38,15,99.1,97,49.53,18.2,0,NA,NA
Morocco,2006,0,20,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000,2054000000,200000,29231790,30172000,16940000,0.0042748,172487,1,0,37,0,1847,20336200000,10643000000,0,0,0,2410000000,0.006517298,1,21,6,98.1,41,69.61,22.6,0,NA,NA
Tunisia,2010,0,11,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,502000000,35000,11004840,10128000,1629000,0.0008303,63170,1,0,37,0,1825,19162200000,13969400000,0,0,1,NA,NA,1,17,6,101,23,73.02,24.7,0,NA,NA
Bulgaria,1934,0,0,-2,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5435000,20000,664000,5960000,268000,0.0016856,42823,NA,0,1,0,1908,28570000,28570000,0,0,0,12252000,0.003278689,1,NA,NA,NA,NA,NA,NA,0,NA,NA
Luxembourg,1934,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845000,227000,0,1078000,302000,0,0.0048368,999,NA,0,0,0,1920,46450000,43770000,0,0,0,388000,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA
Estonia,1938,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,5825000,12000,857000,1135000,145000,0.0006107,17413,NA,0,4,0,1918,30230000,28850000,0,0,0,5123000,0.013146363,0,NA,NA,NA,NA,NA,NA,0,NA,NA
Cuba,1950,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9000,19000,98000,5399000,1337000,0.0017947,42426,0,0,20,1,1902,493790000,575900000,0,0,1,-9000,0.003547357,0,NA,NA,NA,NA,NA,NA,0,NA,NA
