Year,Country1,Country2,Played,GroupStage,Round1,Round2,Round3,Round4,Rounds,Score1,Score2,Day,Month,Disputes,PreviousDisputes
1958,Mexico,Wales,1,1,0,0,0,0,3,1,1,11,6,1,1
1958,Sweden,Hungary,1,1,0,0,0,0,3,2,1,12,6,0,0
1958,Sweden,Wales,1,1,0,0,0,0,3,0,0,15,6,0,0
1958,Hungary,Mexico,1,1,0,0,0,0,3,4,0,15,6,0,1
1958,Brazil,Austria,1,1,0,0,0,0,3,3,0,8,6,1,0
1958,Soviet Union,United Kingdom,1,1,1,0,0,0,3,1,0,8,6,9,4
1958,Brazil,United Kingdom,1,1,0,0,0,0,3,0,0,11,6,1,0
1958,Soviet Union,Austria,1,1,0,0,0,0,3,2,0,11,6,10,4
1958,United Kingdom,Austria,1,1,0,0,0,0,3,2,2,15,6,5,1
1958,Brazil,Soviet Union,1,1,0,0,0,0,3,2,0,15,6,1,0
1958,Brazil,Wales,1,0,0,1,0,0,3,1,0,19,6,1,0
1958,France,Northern Ireland,1,0,0,1,0,0,3,4,0,19,6,3,3
1958,Sweden,Soviet Union,1,0,0,1,0,0,3,2,0,19,6,0,0
1958,West Germany,Yugoslavia,1,0,0,1,0,0,3,1,0,19,6,0,1
1958,Brazil,France,1,0,0,0,1,0,3,5,2,24,6,1,0
1958,Sweden,West Germany,1,0,0,0,1,0,3,3,1,24,6,0,0
1958,Brazil,Sweden,1,0,0,0,0,1,3,5,2,29,6,1,0
1958,France,West Germany,1,0,0,0,0,1,3,6,3,28,6,3,3
1962,Uruguay,Colombia,1,1,0,0,0,0,3,2,1,30,5,0,0
1962,Soviet Union,Yugoslavia,1,1,0,0,0,0,3,2,0,31,5,8,9
1962,Yugoslavia,Uruguay,1,1,0,0,0,0,3,3,1,2,6,0,0
1962,Soviet Union,Colombia,1,1,0,0,0,0,3,4,4,3,6,9,9
1962,Soviet Union,Uruguay,1,1,0,0,0,0,3,2,1,6,6,9,9
1962,Yugoslavia,Colombia,1,1,0,0,0,0,3,5,0,7,6,0,0
1962,Chile,Switzerland,1,1,0,0,0,0,3,3,1,30,5,1,1
1962,West Germany,Italy,1,1,0,0,0,0,3,0,0,31,5,2,1
1962,Chile,Italy,1,1,0,0,0,0,3,2,0,2,6,1,1
1962,West Germany,Switzerland,1,1,0,0,0,0,3,2,1,3,6,2,1
1962,West Germany,Chile,1,1,0,0,0,0,3,2,0,6,6,2,1
1962,Italy,Switzerland,1,1,0,0,0,0,3,3,0,7,6,0,1
1962,Brazil,Mexico,1,1,0,0,0,0,3,2,0,30,5,1,0
1962,Czechoslovakia,Spain,1,1,0,0,0,0,3,1,0,31,5,1,0
1962,Brazil,Czechoslovakia,1,1,0,0,0,1,3,3,1,2,6,1,0
1962,Spain,Mexico,1,1,0,0,0,0,3,1,0,3,6,0,2
1962,Brazil,Spain,1,1,0,0,0,0,3,2,1,6,6,1,0
1962,Mexico,Czechoslovakia,1,1,0,0,0,0,3,3,1,7,6,0,0
1962,Argentina,Bulgaria,1,1,0,0,0,0,3,1,0,30,5,1,1
1962,Hungary,United Kingdom,1,1,0,0,0,0,3,2,1,31,5,0,1
1962,United Kingdom,Argentina,1,1,0,0,0,0,3,3,1,2,6,2,2
1962,Hungary,Bulgaria,1,1,0,0,0,0,3,6,1,3,6,0,1
1962,Hungary,Argentina,1,1,0,0,0,0,3,0,0,6,6,0,1
1962,United Kingdom,Bulgaria,1,1,0,0,0,0,3,0,0,7,6,2,2
1962,Chile,Soviet Union,1,0,0,1,0,0,3,2,1,10,6,1,1
1962,Brazil,United Kingdom,1,0,0,1,0,0,3,3,1,10,6,1,0
1962,Yugoslavia,West Germany,1,0,0,1,0,0,3,1,0,10,6,0,0
1962,Czechoslovakia,Hungary,1,0,0,1,0,0,3,1,0,10,6,1,0
1962,Brazil,Chile,1,0,0,0,1,0,3,4,2,13,6,1,0
1962,Czechoslovakia,Yugoslavia,1,0,0,0,1,0,3,3,1,13,6,1,0
1962,Chile,Yugoslavia,1,0,0,0,0,1,3,1,0,16,6,1,1
1966,United Kingdom,Uruguay,1,1,0,0,0,0,3,0,0,11,7,3,4
1966,France,Mexico,1,1,0,0,0,0,3,1,1,13,7,0,0
1966,Uruguay,France,1,1,0,0,0,0,3,2,1,15,7,0,0
1966,United Kingdom,Mexico,1,1,0,0,0,0,3,2,0,16,7,3,4
1966,Mexico,Uruguay,1,1,0,0,0,0,3,0,0,19,7,0,0
1966,United Kingdom,France,1,1,0,0,0,0,3,2,0,20,7,3,4
1966,West Germany,Switzerland,1,1,0,0,0,0,3,5,0,12,7,1,2
1966,Argentina,Spain,1,1,0,0,0,0,3,2,1,13,7,2,2
1966,Spain,Switzerland,1,1,0,0,0,0,3,2,1,15,7,0,1
1966,Argentina,West Germany,1,1,0,0,0,0,3,0,0,16,7,2,2
1966,Argentina,Switzerland,1,1,0,0,0,0,3,2,0,19,7,2,2
1966,West Germany,Spain,1,1,0,0,0,0,3,2,1,20,7,1,2
1966,Brazil,Bulgaria,1,1,0,0,0,0,3,2,0,12,7,1,0
1966,Portugal,Hungary,1,1,0,0,0,0,3,3,1,13,7,2,2
1966,Hungary,Brazil,1,1,0,0,0,0,3,3,1,15,7,0,0
1966,Portugal,Bulgaria,1,1,0,0,0,0,3,3,0,16,7,2,2
1966,Portugal,Brazil,1,1,0,0,0,0,3,3,1,19,7,2,2
1966,Hungary,Bulgaria,1,1,0,0,0,0,3,3,1,20,7,0,0
1966,Soviet Union,North Korea,1,1,0,0,0,0,3,3,0,12,7,13,8
1966,Italy,Chile,1,1,0,0,0,0,3,2,0,13,7,0,0
1966,Chile,North Korea,1,1,0,0,0,0,3,1,1,15,7,1,2
1966,Soviet Union,Italy,1,1,0,0,0,0,3,1,0,16,7,12,8
1966,North Korea,Italy,1,1,0,0,0,0,3,1,0,19,7,1,2
1966,Soviet Union,Chile,1,1,0,0,0,0,3,2,1,20,7,12,7
1966,United Kingdom,Argentina,1,0,0,1,0,0,3,1,0,23,7,3,4
1966,Portugal,North Korea,1,0,0,1,0,0,3,5,0,23,7,2,2
1966,West Germany,Uruguay,1,0,0,1,0,0,3,4,0,23,7,1,2
1966,Soviet Union,Hungary,1,0,0,1,0,0,3,2,1,23,7,13,7
1966,United Kingdom,Portugal,1,0,0,1,0,0,3,2,1,26,7,3,4
1966,West Germany,Soviet Union,1,0,0,1,0,0,3,2,1,25,7,1,2
1966,United Kingdom,West Germany,1,0,0,1,0,0,3,4,2,30,7,3,4
1966,Portugal,Soviet Union,1,0,0,1,0,0,3,2,1,28,7,2,2
1970,Mexico,Soviet Union,1,1,0,0,0,0,3,0,0,31,5,0,0
1970,Belgium,El Salvador,1,1,0,0,0,0,3,3,0,3,6,0,0
1970,Soviet Union,Belgium,1,1,0,0,0,0,3,4,1,6,6,4,9
1970,Mexico,El Salvador,1,1,0,0,0,0,3,4,0,7,6,0,0
1970,Soviet Union,El Salvador,1,1,0,0,0,0,3,2,0,10,6,4,9
1970,Mexico,Belgium,1,1,0,0,0,0,3,1,0,11,6,0,0
1970,Uruguay,Israel,1,1,0,0,0,0,3,2,0,2,6,0,1
1970,Italy,Sweden,1,1,0,0,0,0,3,1,0,3,6,0,0
1970,Uruguay,Italy,1,1,0,0,0,0,3,0,0,6,6,0,1
1970,Sweden,Israel,1,1,0,0,0,0,3,1,1,7,6,0,0
1970,Sweden,Uruguay,1,1,0,0,0,0,3,1,0,10,6,0,0
1970,Israel,Italy,1,1,0,0,0,0,3,0,0,11,6,4,2
1970,United Kingdom,Romania,1,1,0,0,0,0,3,1,0,2,6,1,2
1970,Brazil,Czechoslovakia,1,1,0,0,0,0,3,4,1,3,6,0,0
1970,Romania,Czechoslovakia,1,1,0,0,0,0,3,2,1,6,6,1,0
1970,Brazil,United Kingdom,1,1,0,0,0,0,3,1,0,7,6,0,0
1970,Brazil,Romania,1,1,0,0,0,0,3,3,2,10,6,0,0
1970,United Kingdom,Czechoslovakia,1,1,0,0,0,0,3,1,0,11,6,1,2
1970,Peru,Bulgaria,1,1,0,0,0,0,3,3,2,2,6,1,1
1970,West Germany,Morocco,1,1,0,0,0,0,3,2,1,3,6,1,0
1970,Peru,Morocco,1,1,0,0,0,0,3,3,0,6,6,1,1
1970,West Germany,Bulgaria,1,1,0,0,0,0,3,5,2,7,6,1,0
1970,West Germany,Peru,1,1,0,0,0,0,3,3,1,10,6,1,0
1970,Bulgaria,Morocco,1,1,0,0,0,0,3,1,1,11,6,1,0
1970,Uruguay,Soviet Union,1,0,0,1,0,0,3,1,0,14,6,0,1
1970,Brazil,Peru,1,0,0,1,0,0,3,4,2,14,6,0,0
1970,Italy,Mexico,1,0,0,1,0,0,3,4,1,14,6,0,0
1970,West Germany,United Kingdom,1,0,0,1,0,0,3,3,2,14,6,1,0
1970,Brazil,Uruguay,1,0,0,0,1,0,3,3,1,17,6,0,0
1970,Italy,West Germany,1,0,0,0,1,0,3,4,3,17,6,0,0
1970,Brazil,Italy,1,0,0,0,0,1,3,4,1,21,6,0,0
1970,West Germany,Uruguay,1,0,0,0,0,1,3,1,0,20,6,1,0
1974,West Germany,Chile,1,1,0,0,0,0,2,1,0,14,6,1,0
1974,East Germany,Australia,1,1,0,0,0,0,2,2,0,14,6,0,0
1974,West Germany,Australia,1,1,0,0,0,0,2,3,0,18,6,1,0
1974,Chile,East Germany,1,1,0,0,0,0,2,1,1,18,6,0,0
1974,Australia,Chile,1,1,0,0,0,0,2,0,0,22,6,0,0
1974,East Germany,West Germany,1,1,0,0,0,0,2,1,0,22,6,0,0
1974,Brazil,Yugoslavia,1,1,0,0,0,0,2,0,0,13,6,1,0
1974,Scotland,Zaire,1,1,0,0,0,0,2,2,0,14,6,0,0
1974,Yugoslavia,Zaire,1,1,0,0,0,0,2,9,0,18,6,1,0
1974,Scotland,Brazil,1,1,0,0,0,0,2,0,0,18,6,0,0
1974,Yugoslavia,Scotland,1,1,0,0,0,0,2,1,1,22,6,1,0
1974,Brazil,Zaire,1,1,0,0,0,0,2,3,0,22,6,1,0
1974,Netherlands,Uruguay,1,1,0,0,0,0,2,2,0,15,6,0,0
1974,Sweden,Bulgaria,1,1,0,0,0,0,2,0,0,15,6,0,0
1974,Bulgaria,Uruguay,1,1,0,0,0,0,2,1,1,19,6,0,0
1974,Netherlands,Sweden,1,1,0,0,0,0,2,0,0,19,6,0,0
1974,Netherlands,Bulgaria,1,1,0,0,0,0,2,4,1,23,6,0,0
1974,Sweden,Uruguay,1,1,0,0,0,0,2,3,0,23,6,0,0
1974,Italy,Haiti,1,1,0,0,0,0,2,3,1,15,6,0,0
1974,Poland,Argentina,1,1,0,0,0,0,2,3,2,15,6,0,0
1974,Argentina,Italy,1,1,0,0,0,0,2,1,1,19,6,1,1
1974,Poland,Haiti,1,1,0,0,0,0,2,7,0,19,6,0,0
1974,Argentina,Haiti,1,1,0,0,0,0,2,4,1,23,6,1,1
1974,Poland,Italy,1,1,0,0,0,0,2,2,1,23,6,0,0
1974,Netherlands,Argentina,1,1,0,0,0,0,2,4,0,26,6,0,0
1974,Brazil,East Germany,1,1,0,0,0,0,2,1,0,26,6,1,0
1974,Brazil,Argentina,1,1,0,0,0,0,2,2,1,30,6,1,0
1974,Netherlands,East Germany,1,0,0,0,1,0,2,2,0,30,6,0,0
1974,Argentina,East Germany,1,0,0,0,1,0,2,1,1,3,7,1,1
1974,Netherlands,Brazil,1,0,0,0,1,0,2,2,0,3,7,0,0
1974,West Germany,Yugoslavia,1,0,0,0,1,0,2,2,0,26,6,1,0
1974,Poland,Sweden,1,0,0,0,1,0,2,1,0,26,6,0,0
1974,Poland,Yugoslavia,1,0,0,0,1,0,2,2,1,30,6,0,0
1974,West Germany,Sweden,1,0,0,0,1,0,2,4,2,30,6,1,0
1974,West Germany,Poland,1,0,0,0,1,0,2,1,0,3,7,1,0
1974,Sweden,Yugoslavia,1,0,0,0,1,0,2,2,1,3,7,0,0
1974,West Germany,Netherlands,1,0,0,0,0,1,2,2,1,7,7,1,0
1974,Poland,Brazil,1,0,0,0,0,1,2,1,0,6,7,0,0
1978,Italy,France,1,1,0,0,0,0,2,2,1,2,6,2,0
1978,Argentina,Hungary,1,1,0,0,0,0,2,2,1,2,6,1,3
1978,Italy,Hungary,1,1,0,0,0,0,2,3,1,6,6,2,0
1978,Argentina,France,1,1,0,0,0,0,2,2,1,6,6,1,3
1978,France,Hungary,1,1,0,0,0,0,2,3,1,10,6,1,1
1978,Italy,Argentina,1,1,0,0,0,0,2,1,0,10,6,2,0
1978,West Germany,Poland,1,1,0,0,0,0,2,0,0,1,6,1,0
1978,Tunisia,Mexico,1,1,0,0,0,0,2,3,1,2,6,1,1
1978,West Germany,Mexico,1,1,0,0,0,0,2,6,0,6,6,1,0
1978,Poland,Tunisia,1,1,0,0,0,0,2,1,0,6,6,0,0
1978,West Germany,Tunisia,1,1,0,0,0,0,2,0,0,10,6,1,0
1978,Poland,Mexico,1,1,0,0,0,0,2,3,1,10,6,0,0
1978,Austria,Spain,1,1,0,0,0,0,2,2,1,3,6,0,0
1978,Brazil,Sweden,1,1,0,0,0,0,2,1,1,3,6,0,0
1978,Austria,Sweden,1,1,0,0,0,0,2,1,0,7,6,0,0
1978,Brazil,Spain,1,1,0,0,0,0,2,0,0,7,6,0,0
1978,Spain,Sweden,1,1,0,0,0,0,2,1,0,11,6,2,0
1978,Brazil,Austria,1,1,0,0,0,0,2,1,0,11,6,0,0
1978,Peru,Scotland,1,1,0,0,0,0,2,3,1,3,6,1,4
1978,Netherlands,Iran,1,1,0,0,0,0,2,3,0,3,6,1,0
1978,Scotland,Iran,1,1,0,0,0,0,2,1,1,7,6,0,0
1978,Netherlands,Peru,1,1,0,0,0,0,2,0,0,7,6,1,0
1978,Peru,Iran,1,1,0,0,0,0,2,4,1,11,6,1,4
1978,Scotland,Netherlands,1,1,0,0,0,0,2,3,2,11,6,0,0
1978,Netherlands,Austria,1,0,0,0,1,0,2,5,1,14,6,1,0
1978,Italy,West Germany,1,0,0,0,1,0,2,0,0,14,6,2,0
1978,Netherlands,West Germany,1,0,0,0,1,0,2,2,2,18,6,1,0
1978,Italy,Austria,1,0,0,0,1,0,2,1,0,18,6,2,0
1978,Austria,West Germany,1,0,0,0,1,0,2,3,2,21,6,0,0
1978,Netherlands,Italy,1,0,0,0,1,0,2,2,1,21,6,1,0
1978,Brazil,Peru,1,0,0,0,1,0,2,3,0,14,6,0,0
1978,Argentina,Poland,1,0,0,0,1,0,2,2,0,14,6,1,3
1978,Poland,Peru,1,0,0,0,1,0,2,1,0,18,6,0,0
1978,Argentina,Brazil,1,0,0,0,1,0,2,0,0,18,6,1,3
1978,Brazil,Poland,1,0,0,0,1,0,2,3,1,21,6,0,0
1978,Argentina,Peru,1,0,0,0,1,0,2,6,0,21,6,1,3
1978,Argentina,Netherlands,1,0,0,0,0,1,2,3,1,25,6,1,3
1978,Brazil,Italy,1,0,0,0,0,1,2,2,1,24,6,0,0
1982,Italy,Poland,1,1,0,0,1,0,3,0,0,14,6,0,1
1982,Peru,Cameroon,1,1,0,0,0,0,3,0,0,15,6,1,1
1982,Italy,Peru,1,1,0,0,0,0,3,1,1,18,6,0,1
1982,Poland,Cameroon,1,1,0,0,0,0,3,0,0,19,6,0,0
1982,Poland,Peru,1,1,0,0,0,0,3,5,1,22,6,0,0
1982,Italy,Cameroon,1,1,0,0,0,0,3,1,1,23,6,0,1
1982,Algeria,West Germany,1,1,0,0,0,0,3,2,1,16,6,1,1
1982,Austria,Chile,1,1,0,0,0,0,3,1,0,17,6,0,0
1982,West Germany,Chile,1,1,0,0,0,0,3,4,1,20,6,0,0
1982,Austria,Algeria,1,1,0,0,0,0,3,2,0,21,6,0,0
1982,Algeria,Chile,1,1,0,0,0,0,3,3,2,24,6,1,1
1982,West Germany,Austria,1,1,0,0,0,0,3,1,0,25,6,0,0
1982,Belgium,Argentina,1,1,0,0,0,0,3,1,0,13,6,0,0
1982,Hungary,El Salvador,1,1,0,0,0,0,3,10,1,15,6,0,0
1982,Argentina,Hungary,1,1,0,0,0,0,3,4,1,18,6,4,4
1982,Belgium,El Salvador,1,1,0,0,0,0,3,1,0,19,6,0,0
1982,Belgium,Hungary,1,1,0,0,0,0,3,1,1,22,6,0,0
1982,Argentina,El Salvador,1,1,0,0,0,0,3,2,0,23,6,4,4
1982,United Kingdom,France,1,1,0,0,0,0,3,3,1,16,6,3,1
1982,Czechoslovakia,Kuwait,1,1,0,0,0,0,3,1,1,17,6,0,0
1982,United Kingdom,Czechoslovakia,1,1,0,0,0,0,3,2,0,20,6,3,1
1982,France,Kuwait,1,1,0,0,0,0,3,4,1,21,6,1,1
1982,France,Czechoslovakia,1,1,0,0,0,0,3,1,1,24,6,1,1
1982,United Kingdom,Kuwait,1,1,0,0,0,0,3,1,0,25,6,3,1
1982,Spain,Honduras,1,1,0,0,0,0,3,1,1,16,6,1,0
1982,Yugoslavia,Northern Ireland,1,1,0,0,0,0,3,0,0,17,6,0,0
1982,Spain,Yugoslavia,1,1,0,0,0,0,3,2,1,20,6,1,0
1982,Honduras,Northern Ireland,1,1,0,0,0,0,3,1,1,21,6,0,1
1982,Yugoslavia,Honduras,1,1,0,0,0,0,3,1,0,24,6,0,0
1982,Northern Ireland,Spain,1,1,0,0,0,0,3,1,0,25,6,0,0
1982,Brazil,Soviet Union,1,1,0,0,0,0,3,2,1,14,6,2,0
1982,Scotland,New Zealand,1,1,0,0,0,0,3,5,2,15,6,0,0
1982,Brazil,Scotland,1,1,0,0,0,0,3,4,1,18,6,2,0
1982,Soviet Union,New Zealand,1,1,0,0,0,0,3,3,0,19,6,7,7
1982,Soviet Union,Scotland,1,1,0,0,0,0,3,2,2,22,6,7,7
1982,Brazil,New Zealand,1,1,0,0,0,0,3,4,0,23,6,2,0
1982,Poland,Belgium,1,0,0,1,0,0,3,3,0,28,6,0,0
1982,Soviet Union,Belgium,1,0,0,1,0,0,3,1,0,1,7,6,8
1982,Soviet Union,Poland,1,0,0,1,0,0,3,0,0,4,7,6,8
1982,West Germany,United Kingdom,1,0,0,1,0,0,3,0,0,29,6,0,0
1982,West Germany,Spain,1,0,0,1,0,0,3,2,1,2,7,0,0
1982,Spain,United Kingdom,1,0,0,1,0,0,3,0,0,5,7,1,0
1982,Italy,Argentina,1,0,0,1,0,0,3,2,1,29,6,0,1
1982,Brazil,Argentina,1,0,0,1,0,0,3,3,1,2,7,2,0
1982,Italy,Brazil,1,0,0,1,0,0,3,3,2,5,7,0,1
1982,France,Austria,1,0,0,1,0,0,3,1,0,28,6,1,1
1982,Austria,Northern Ireland,1,0,0,1,0,0,3,2,2,1,7,0,0
1982,France,Northern Ireland,1,0,0,1,0,0,3,4,1,4,7,1,1
1982,West Germany,France,1,0,0,0,1,0,3,5,4,8,7,0,0
1982,Italy,West Germany,1,0,0,0,0,1,3,3,1,10,7,0,1
1982,Poland,France,1,0,0,0,0,1,3,3,2,11,7,0,0
1986,Bulgaria,Italy,1,1,0,0,0,0,4,1,1,31,5,3,0
1986,Argentina,South Korea,1,1,0,0,0,0,4,3,1,2,6,1,2
1986,Italy,Argentina,1,1,0,0,0,0,4,1,1,5,6,1,2
1986,South Korea,Bulgaria,1,1,0,0,0,0,4,1,1,5,6,3,4
1986,Italy,South Korea,1,1,0,0,0,0,4,3,2,10,6,1,2
1986,Argentina,Bulgaria,1,1,0,0,0,0,4,2,0,10,6,1,2
1986,Mexico,Belgium,1,1,0,0,0,0,4,2,1,3,6,0,0
