Year,Country1,Country2,GroupStage,Round1,Round2,Round3,Round4,Rounds,Score1,Score2,Day,Month,StartDay,StartMonth,EndDay,EndMonth,DisputesAfter,DisputesBefore
2002,Mexico,Ecuador,1,0,0,0,0,4,2,1,9,6,31,5,30,6,0,0
2002,Mexico,Italy,1,0,0,0,0,4,1,1,13,6,31,5,30,6,0,0
2002,Ecuador,Croatia,1,0,0,0,0,4,1,0,13,6,31,5,30,6,0,0
2002,Japan,Belgium,1,0,0,0,0,4,2,2,4,6,31,5,30,6,0,0
2002,Russia,Tunisia,1,0,0,0,0,4,2,0,5,6,31,5,30,6,0,0
2002,Japan,Russia,1,0,0,0,0,4,1,0,9,6,31,5,30,6,0,1
2002,Tunisia,Belgium,1,0,0,0,0,4,1,1,10,6,31,5,30,6,0,0
2002,Japan,Tunisia,1,0,0,0,0,4,2,0,14,6,31,5,30,6,0,0
2002,Belgium,Russia,1,0,0,0,0,4,3,2,14,6,31,5,30,6,0,0
2002,Germany,Paraguay,0,1,0,0,0,4,1,0,15,6,31,5,30,6,0,0
2002,USA,Mexico,0,1,0,0,0,4,2,0,17,6,31,5,30,6,0,0
2002,Spain,Ireland,0,1,0,0,0,4,3,2,16,6,31,5,30,6,0,0
2002,South Korea,Italy,0,1,0,0,0,4,2,1,18,6,31,5,30,6,0,0
2002,United Kingdom,Denmark,0,1,0,0,0,4,3,0,15,6,31,5,30,6,0,0
2002,Brazil,Belgium,0,1,0,0,0,4,2,0,17,6,31,5,30,6,0,0
2002,Senegal,Sweden,0,1,0,0,0,4,2,1,16,6,31,5,30,6,0,0
2002,Turkey,Japan,0,1,0,0,0,4,1,0,18,6,31,5,30,6,0,0
2002,Germany,USA,0,0,1,0,0,4,1,0,21,6,31,5,30,6,0,0
2002,South Korea,Spain,0,0,1,0,0,4,5,3,22,6,31,5,30,6,1,0
2002,Brazil,United Kingdom,0,0,1,0,0,4,2,1,21,6,31,5,30,6,0,0
2002,Turkey,Senegal,0,0,1,0,0,4,1,0,22,6,31,5,30,6,0,0
2002,Germany,South Korea,0,0,0,1,0,4,1,0,25,6,31,5,30,6,0,0
2002,Brazil,Turkey,0,0,0,1,0,4,1,0,26,6,31,5,30,6,0,0
2002,Brazil,Germany,0,0,0,0,1,4,2,0,30,6,31,5,30,6,0,0
2002,South Korea,Turkey,0,0,0,0,1,4,3,2,29,6,31,5,30,6,0,0
2006,Germany,Costa Rica,1,0,0,0,0,4,4,2,9,6,9,6,9,7,0,0
2006,Ecuador,Poland,1,0,0,0,0,4,2,0,9,6,9,6,9,7,0,0
2006,Germany,Poland,1,0,0,0,0,4,1,0,14,6,9,6,9,7,0,0
2006,Ecuador,Costa Rica,1,0,0,0,0,4,3,0,15,6,9,6,9,7,0,0
2006,Germany,Ecuador,1,0,0,0,0,4,3,0,20,6,9,6,9,7,0,0
2006,Poland,Costa Rica,1,0,0,0,0,4,2,1,20,6,9,6,9,7,0,0
2006,United Kingdom,Paraguay,1,0,0,0,0,4,1,0,10,6,9,6,9,7,0,0
2006,Trinidad,Sweden,1,0,0,0,0,4,0,0,10,6,9,6,9,7,0,0
2006,United Kingdom,Trinidad,1,0,0,0,0,4,2,0,15,6,9,6,9,7,0,0
2006,Sweden,Paraguay,1,0,0,0,0,4,1,0,15,6,9,6,9,7,0,0
2006,Sweden,United Kingdom,1,0,0,0,0,4,2,2,20,6,9,6,9,7,0,0
2006,Paraguay,Trinidad,1,0,0,0,0,4,2,0,20,6,9,6,9,7,0,0
2006,Argentina,Ivory Coast,1,0,0,0,0,4,2,1,10,6,9,6,9,7,0,0
2006,Netherlands,Serbia,1,0,0,0,0,4,1,0,11,6,9,6,9,7,0,0
2006,Argentina,Serbia,1,0,0,0,0,4,6,0,16,6,9,6,9,7,0,0
2006,Netherlands,Ivory Coast,1,0,0,0,0,4,2,1,16,6,9,6,9,7,0,0
2006,Netherlands,Argentina,1,0,0,0,0,4,0,0,21,6,9,6,9,7,0,0
2006,Ivory Coast,Serbia,1,0,0,0,0,4,3,2,21,6,9,6,9,7,0,0
2006,Mexico,Iran,1,0,0,0,0,4,3,1,11,6,9,6,9,7,0,0
2006,Portugal,Angola,1,0,0,0,0,4,1,0,11,6,9,6,9,7,0,0
2006,Mexico,Angola,1,0,0,0,0,4,0,0,16,6,9,6,9,7,0,0
2006,Portugal,Iran,1,0,0,0,0,4,2,0,17,6,9,6,9,7,0,0
2006,Portugal,Mexico,1,0,0,0,0,4,2,1,21,6,9,6,9,7,0,0
2006,Iran,Angola,1,0,0,0,0,4,1,1,21,6,9,6,9,7,0,0
2006,Czech Republic,USA,1,0,0,0,0,4,3,0,12,6,9,6,9,7,0,0
2006,Italy,Ghana,1,0,0,0,0,4,2,0,12,6,9,6,9,7,0,0
2006,Ghana,Czech Republic,1,0,0,0,0,4,2,0,17,6,9,6,9,7,0,0
2006,Italy,USA,1,0,0,0,0,4,1,1,17,6,9,6,9,7,0,0
2006,Italy,Czech Republic,1,0,0,0,0,4,2,0,22,6,9,6,9,7,0,0
2006,Ghana,USA,1,0,0,0,0,4,2,1,22,6,9,6,9,7,0,0
2006,Australia,Japan,1,0,0,0,0,4,3,1,12,6,9,6,9,7,0,0
2006,Brazil,Croatia,1,0,0,0,0,4,1,0,13,6,9,6,9,7,0,0
2006,Japan,Croatia,1,0,0,0,0,4,0,0,18,6,9,6,9,7,0,0
2006,Brazil,Australia,1,0,0,0,0,4,2,0,18,6,9,6,9,7,0,0
2006,Brazil,Japan,1,0,0,0,0,4,4,1,22,6,9,6,9,7,0,0
2006,Croatia,Australia,1,0,0,0,0,4,2,2,22,6,9,6,9,7,0,0
2006,South Korea,Togo,1,0,0,0,0,4,2,1,13,6,9,6,9,7,0,0
2006,France,Switzerland,1,0,0,0,0,4,0,0,13,6,9,6,9,7,0,0
2006,France,South Korea,1,0,0,0,0,4,1,1,18,6,9,6,9,7,0,0
2006,Switzerland,Togo,1,0,0,0,0,4,2,0,19,6,9,6,9,7,0,0
2006,France,Togo,1,0,0,0,0,4,2,0,23,6,9,6,9,7,0,0
2006,Switzerland,South Korea,1,0,0,0,0,4,2,0,23,6,9,6,9,7,0,0
2006,Spain,Ukraine,1,0,0,0,0,4,4,0,14,6,9,6,9,7,0,0
2006,Tunisia,Saudi Arabia,1,0,0,0,0,4,2,2,14,6,9,6,9,7,0,0
2006,Saudi Arabia,Ukraine,1,0,0,0,0,4,4,0,19,6,9,6,9,7,0,0
2006,Spain,Tunisia,1,0,0,0,0,4,3,1,19,6,9,6,9,7,0,0
2006,Spain,Saudi Arabia,1,0,0,0,0,4,1,0,23,6,9,6,9,7,0,0
2006,Ukraine,Tunisia,1,0,0,0,0,4,1,0,23,6,9,6,9,7,0,0
2006,Germany,Sweden,0,1,0,0,0,4,2,0,24,6,9,6,9,7,0,0
2006,Argentina,Mexico,0,1,0,0,0,4,2,1,24,6,9,6,9,7,0,0
2006,Italy,Australia,0,1,0,0,0,4,1,0,26,6,9,6,9,7,0,0
2006,Ukraine,Switzerland,0,1,0,0,0,4,3,0,26,6,9,6,9,7,0,0
2006,United Kingdom,Ecuador,0,1,0,0,0,4,1,0,25,6,9,6,9,7,0,0
2006,Portugal,Netherlands,0,1,0,0,0,4,1,0,25,6,9,6,9,7,0,0
2006,Brazil,Ghana,0,1,0,0,0,4,3,0,27,6,9,6,9,7,0,0
2006,France,Spain,0,1,0,0,0,4,3,1,27,6,9,6,9,7,0,0
2006,Germany,Argentina,0,0,1,0,0,4,4,2,30,6,9,6,9,7,0,0
2006,Italy,Ukraine,0,0,1,0,0,4,3,0,30,6,9,6,9,7,0,0
2006,Portugal,United Kingdom,0,0,1,0,0,4,3,1,1,7,9,6,9,7,0,0
2006,France,Brazil,0,0,1,0,0,4,1,0,1,7,9,6,9,7,0,0
2006,Italy,Germany,0,0,0,1,0,4,2,0,4,7,9,6,9,7,0,0
2006,France,Portugal,0,0,0,1,0,4,1,0,5,7,9,6,9,7,0,0
2006,Italy,France,0,0,0,0,1,4,5,3,9,7,9,6,9,7,0,0
2006,Germany,Portugal,0,0,0,0,1,4,3,1,8,7,9,6,9,7,0,0
2010,South Africa,Mexico,1,0,0,0,0,4,1,1,11,6,11,6,11,7,0,0
2010,Uruguay,France,1,0,0,0,0,4,0,0,11,6,11,6,11,7,0,0
2010,Uruguay,South Africa,1,0,0,0,0,4,3,0,16,6,11,6,11,7,0,0
2010,Mexico,France,1,0,0,0,0,4,2,0,17,6,11,6,11,7,0,0
2010,Uruguay,Mexico,1,0,0,0,0,4,1,0,22,6,11,6,11,7,0,0
2010,South Africa,France,1,0,0,0,0,4,2,1,22,6,11,6,11,7,0,0
2010,South Korea,Greece,1,0,0,0,0,4,2,0,12,6,11,6,11,7,0,0
2010,Argentina,Nigeria,1,0,0,0,0,4,1,0,12,6,11,6,11,7,0,0
2010,Argentina,South Korea,1,0,0,0,0,4,4,1,17,6,11,6,11,7,0,0
2010,Greece,Nigeria,1,0,0,0,0,4,2,1,17,6,11,6,11,7,0,0
2010,Nigeria,South Korea,1,0,0,0,0,4,2,2,22,6,11,6,11,7,0,0
2010,Argentina,Greece,1,0,0,0,0,4,2,0,22,6,11,6,11,7,0,0
2010,United Kingdom,USA,1,0,0,0,0,4,1,1,12,6,11,6,11,7,0,0
2010,Slovenia,Algeria,1,0,0,0,0,4,1,0,13,6,11,6,11,7,0,0
2010,USA,Slovenia,1,0,0,0,0,4,2,2,18,6,11,6,11,7,0,0
2010,United Kingdom,Algeria,1,0,0,0,0,4,0,0,18,6,11,6,11,7,0,0
2010,United Kingdom,Slovenia,1,0,0,0,0,4,1,0,23,6,11,6,11,7,0,0
2010,USA,Algeria,1,0,0,0,0,4,1,0,23,6,11,6,11,7,0,0
2010,Ghana,Serbia,1,0,0,0,0,4,1,0,13,6,11,6,11,7,0,0
2010,Germany,Australia,1,0,0,0,0,4,4,0,13,6,11,6,11,7,0,0
2010,Serbia,Germany,1,0,0,0,0,4,1,0,18,6,11,6,11,7,0,0
2010,Ghana,Australia,1,0,0,0,0,4,1,1,19,6,11,6,11,7,0,0
2010,Germany,Ghana,1,0,0,0,0,4,1,0,23,6,11,6,11,7,0,0
2010,Australia,Serbia,1,0,0,0,0,4,2,1,23,6,11,6,11,7,0,0
2010,Netherlands,Denmark,1,0,0,0,0,4,2,0,14,6,11,6,11,7,0,0
2010,Japan,Cameroon,1,0,0,0,0,4,1,0,14,6,11,6,11,7,0,0
2010,Netherlands,Japan,1,0,0,0,0,4,1,0,19,6,11,6,11,7,0,0
2010,Denmark,Cameroon,1,0,0,0,0,4,2,1,19,6,11,6,11,7,0,0
2010,Japan,Denmark,1,0,0,0,0,4,3,1,24,6,11,6,11,7,0,0
2010,Netherlands,Cameroon,1,0,0,0,0,4,2,1,24,6,11,6,11,7,0,0
2010,Italy,Paraguay,1,0,0,0,0,4,1,1,14,6,11,6,11,7,0,0
2010,New Zealand,Slovakia,1,0,0,0,0,4,1,1,15,6,11,6,11,7,0,0
2010,Paraguay,Slovakia,1,0,0,0,0,4,2,0,20,6,11,6,11,7,0,0
2010,Italy,New Zealand,1,0,0,0,0,4,1,1,20,6,11,6,11,7,0,0
2010,Slovakia,Italy,1,0,0,0,0,4,3,2,24,6,11,6,11,7,0,0
2010,Paraguay,New Zealand,1,0,0,0,0,4,0,0,24,6,11,6,11,7,0,0
2010,Ivory Coast,Portugal,1,0,0,0,0,4,0,0,15,6,11,6,11,7,0,0
2010,Brazil,North Korea,1,0,0,0,0,4,2,1,15,6,11,6,11,7,0,0
2010,Brazil,Ivory Coast,1,0,0,0,0,4,3,1,20,6,11,6,11,7,0,0
2010,Portugal,North Korea,1,0,0,0,0,4,7,0,21,6,11,6,11,7,0,0
2010,Portugal,Brazil,1,0,0,0,0,4,0,0,25,6,11,6,11,7,0,0
2010,Ivory Coast,North Korea,1,0,0,0,0,4,3,0,25,6,11,6,11,7,0,0
2010,Chile,Honduras,1,0,0,0,0,4,1,0,16,6,11,6,11,7,0,0
2010,Switzerland,Spain,1,0,0,0,0,4,1,0,16,6,11,6,11,7,0,0
2010,Chile,Switzerland,1,0,0,0,0,4,1,0,21,6,11,6,11,7,0,0
2010,Spain,Honduras,1,0,0,0,0,4,2,0,21,6,11,6,11,7,0,0
2010,Spain,Chile,1,0,0,0,0,4,2,1,25,6,11,6,11,7,0,0
2010,Switzerland,Honduras,1,0,0,0,0,4,0,0,25,6,11,6,11,7,0,0
2010,Uruguay,South Korea,0,1,0,0,0,4,2,1,26,6,11,6,11,7,0,0
2010,Ghana,USA,0,1,0,0,0,4,2,1,26,6,11,6,11,7,0,0
2010,Netherlands,Slovakia,0,1,0,0,0,4,2,1,28,6,11,6,11,7,0,0
2010,Brazil,Chile,0,1,0,0,0,4,3,0,28,6,11,6,11,7,0,0
2010,Argentina,Mexico,0,1,0,0,0,4,3,1,27,6,11,6,11,7,0,0
2010,Germany,United Kingdom,0,1,0,0,0,4,4,1,27,6,11,6,11,7,0,0
2010,Paraguay,Japan,0,1,0,0,0,4,5,3,29,6,11,6,11,7,0,0
2010,Spain,Portugal,0,1,0,0,0,4,1,0,29,6,11,6,11,7,0,0
2010,Uruguay,Ghana,0,0,1,0,0,4,4,2,2,7,11,6,11,7,0,0
2010,Netherlands,Brazil,0,0,1,0,0,4,2,1,2,7,11,6,11,7,0,0
2010,Germany,Argentina,0,0,1,0,0,4,4,0,3,7,11,6,11,7,0,0
2010,Spain,Paraguay,0,0,1,0,0,4,1,0,3,7,11,6,11,7,0,0
2010,Netherlands,Uruguay,0,0,0,1,0,4,3,2,6,7,11,6,11,7,0,0
2010,Spain,Germany,0,0,0,1,0,4,1,0,7,7,11,6,11,7,0,0
2010,Spain,Netherlands,0,0,0,0,1,4,1,0,11,7,11,6,11,7,0,0
2010,Germany,Uruguay,0,0,0,0,1,4,3,2,10,7,11,6,11,7,0,0
